Nombre,Position,PAC,SHO,PAS,DRI,DEF,PHY
Sebastián Sáez,ST,69,71,49,69,25,70
Ricardo Álvarez,CAM,57,69,73,74,50,66
Ezequiel Muñoz,CB,46,30,46,46,71,78
Jonathan Bottinelli,CB,33,36,51,48,73,66
Marko Raguž,ST,75,71,60,70,31,72
Nicolae Carnat,RB,86,62,66,75,54,72
Billy Gilmour,CDM,70,60,74,75,70,52
Chiedozie Ogbene,RM,95,70,70,74,45,78
Gabadhino Mhango,ST,85,72,56,77,29,58
Amahl Pellegrino,LM,80,76,68,76,42,68
Rafał Kujawa,ST,63,73,64,69,51,75
Heriberto Tavares,LM,79,74,63,75,30,62
Mimoun Mahi,ST,76,73,67,77,35,65
Stephen Ward,LB,57,60,69,70,75,72
Juan Muñoz,ST,67,74,52,70,21,64
Jonathan Schunke,CB,30,40,53,48,73,76
Fernando Márquez,ST,76,72,60,68,35,73
Pieter Gerkens,CAM,58,70,70,69,66,67
Markus Suttner,LB,66,58,72,72,70,67
Konstantinos Tsimikas,LB,87,57,67,70,67,70
Braian Cufré,LB,79,62,69,73,67,76
Rodrigo Gómez,RW,76,67,63,77,35,68
Ken Reichel,LB,68,68,66,67,71,75
Michael Frey,ST,64,72,57,66,30,87
Ovie Ejaria,CM,71,61,69,77,63,64
Jack Harper,ST,76,73,60,70,32,67
Emre Mor,RM,81,66,60,79,28,46
Sebastian Griesbeck,CDM,54,47,60,60,72,81
César Falletti,CAM,81,64,69,77,33,61
Arturo Calabresi,CB,59,30,48,55,73,71
Matías de los Santos,CB,52,55,55,55,69,84
Rodrigo Gómez,LM,87,68,67,74,42,55
Marvin Gakpa,CM,79,63,71,75,50,62
Kaveh Rezaei,ST,68,72,65,66,28,68
Daniel Álvarez,RM,88,58,70,74,32,60
Jonathan Menéndez,LM,89,66,63,75,34,48
Jorge Moreira,RB,85,53,68,72,66,65
Chadrac Akolo,RM,81,68,63,77,26,61
Michael Rangel,ST,57,74,56,65,40,73
Alen Halilović,CAM,73,63,73,77,40,42
Mark Diemers,CAM,72,65,74,75,59,63
Stef Peeters,CM,62,69,75,68,59,65
Yoric Ravet,RM,73,68,72,73,38,59
Andy Najar,RB,74,65,71,74,71,65
Alexandre Mendy,ST,71,73,51,64,24,79
Gelson Dala,CM,68,69,74,74,61,76
Abdoulaye Ba,CB,49,38,46,43,71,78
Isaac Mbenza,RM,87,70,68,72,36,66
Yuya Kubo,LW,75,69,67,75,41,58
Carlinhos,ST,87,68,61,75,29,67
Luciano Abecasis,RB,81,49,66,69,67,79
Diego Polenta,CB,68,39,54,55,70,81
Lorenzo Faravelli,CM,77,70,69,72,70,72
Jorge Rojas,RM,90,66,64,74,34,61
Seydou Doumbia,ST,90,68,64,70,38,65
Szymon Żurkowski,CM,81,62,67,70,70,81
Leonardo Koutris,LB,84,60,64,70,67,69
Frédéric Veseli,CB,73,41,58,65,72,69
Nelson Acevedo,CM,67,54,64,69,72,80
Toni Leistner,CB,66,37,53,56,70,80
David Costas,CB,64,43,64,65,72,65
Alberto Cerri,ST,59,72,54,68,39,75
Adalberto Peñaranda,LW,75,69,67,76,36,59
Cristian Chávez,ST,77,74,61,74,35,56
Jean-Luc Dompé,LM,76,68,71,75,37,59
Ricardo Álvarez,CAM,57,69,73,74,50,66
Manuel Pucciarelli,ST,81,70,64,78,42,57
Markus Henriksen,CDM,65,70,68,67,69,76
Juan Iturbe,RW,89,64,67,76,29,56
Orkan Çınar,RM,79,66,70,76,25,60
Gonzalo Castellani,CM,68,69,74,74,61,76
Cafú,CDM,69,69,63,69,66,84
Smail Prevljak,ST,71,72,61,69,23,73
Bashkim Kadrii,ST,86,70,61,73,52,73
Rafael Delgado,LB,80,61,73,76,65,76
Sergio Sánchez,CB,55,51,59,58,73,72
Álvaro,ST,73,72,57,69,29,64
Julián Velázquez,CB,67,43,47,53,73,76
Renaud Emond,ST,66,72,55,63,27,67
Oghenekaro Etebo,CM,81,64,68,75,72,79
Julio González,RB,76,43,57,57,73,80
Tudor Băluță,CDM,62,50,58,52,69,75
Kristoffer Peterson,LW,77,74,66,75,33,61
João Amaral,CAM,88,67,66,75,36,58
Javier Güemez,CDM,64,64,67,67,69,84
Ebenezer Ofori,CM,67,57,69,75,63,67
Brandon Thomas,ST,77,73,62,76,32,61
Souza,CM,64,69,71,70,66,75
Gelson Dala,ST,86,71,57,75,27,62
Lucas Barrios,ST,56,73,62,66,42,71
Claudio Beauvue,ST,65,72,65,71,40,58
Stiven Barreiro,CB,68,34,43,54,75,73
Robert Žulj,CAM,53,72,71,73,35,68
Isaac Cuenca,LM,78,64,66,78,34,52
Emre Mor,RM,81,66,60,79,28,46
Omar Ramos,CAM,78,53,67,79,23,48
Roberto Gutiérrez,ST,64,72,53,67,31,73
Michael Murillo,RB,81,49,63,70,68,79
Nuno Tavares,LB,87,51,58,72,67,74
Bradley de Nooijer,LB,86,41,50,63,68,66
Bogdan Planić,CB,62,26,35,36,71,80
Tete,LM,83,60,65,77,29,58
Aihen Muñoz,LB,75,53,66,71,72,65
Yari Verschaeren,CAM,70,63,70,78,39,53
Thiago Almada,CAM,86,70,66,76,37,55
Julio González,RB,76,43,57,57,73,80
Marko Jevtović,CDM,57,59,65,60,71,74
Heriberto Tavares,LM,79,74,63,75,30,62
Hüseyin Türkmen,CB,73,37,49,57,73,72
Tudor Băluță,CDM,62,50,58,52,69,75
Dragoș Nedelcu,CDM,69,54,62,61,69,76
Cody Gakpo,RW,81,68,68,74,32,63
Manu Morlanes,CM,66,62,72,72,60,62
Perr Schuurs,CB,66,62,65,62,72,71
Colin Dagba,RB,83,50,68,77,68,57
Sergiy Rybalka,CAM,57,65,75,70,67,62
Nicolás González,ST,79,65,61,77,38,63
Omar Alderete,CB,62,59,62,61,71,78
Kevin Rüegg,RB,81,42,64,70,68,78
Lukáš Štetina,CB,65,38,51,53,70,79
Andreas Skov Olsen,RW,84,72,63,72,35,68
Dennis Man,RM,86,68,64,71,31,72
Boubakary Soumaré,CM,69,56,67,74,67,71
Bryan Acosta,CM,84,70,68,68,66,80
Mickaël Cuisance,CM,71,67,77,74,53,54
Szymon Żurkowski,CM,81,62,67,70,70,81
Matías de los Santos,CB,52,55,55,55,69,84
Kaveh Rezaei,ST,68,72,65,66,28,68
Leonardo Koutris,LB,84,60,64,70,67,69
Christopher Antwi-Adjej,LM,86,60,61,76,26,55
Nazim Sangaré,RB,90,40,61,71,68,69
Diego Lainez,RM,84,63,64,79,47,53
Michael Murillo,RB,81,49,63,70,68,79
Alessandro Bastoni,CB,51,33,43,43,76,66
Carlinhos,ST,87,68,61,75,29,67
Nicolás Reniero,ST,67,72,62,71,32,68
Latif Blessing,CAM,86,62,64,75,57,57
Jordan Torunarigha,CB,74,33,53,62,73,72
Anthony Caci,CB,73,48,65,67,72,70
Pierre-Yves Hamel,ST,62,73,49,65,26,60
Alexis Claude Maurice,LM,89,69,63,74,37,51
Ovie Ejaria,CM,71,61,69,77,63,64
Nicolas Moumi Ngamaleu,LM,91,72,62,71,34,73
Samir Memišević,CB,59,48,54,62,69,84
Gelson Dala,ST,86,71,57,75,27,62
Nikola Dovedan,CF,79,68,64,77,34,57
Jonathan Menéndez,LM,89,66,63,75,34,48
João Amaral,CAM,88,67,66,75,36,58
Domingos Duarte,CB,45,35,46,52,73,77
Kristian Pedersen,LWB,67,36,57,65,74,79
Didier Lamkel Zé,RM,84,65,71,70,50,72
Diogo Leite,CB,60,38,45,56,73,70
Jota,LM,85,64,65,78,32,50
Carlos Quintana,CB,49,32,49,48,70,79
Oghenekaro Etebo,CM,81,64,68,75,72,79
Alphonso Davies,LM,91,65,61,75,55,70
Lucas Fernandes,CM,73,69,72,77,52,60
Léo Duarte,CB,57,35,36,54,74,74
Yuma Suzuki,ST,72,67,67,68,45,80
Garrido,CDM,43,43,58,53,69,89
Fikayo Tomori,CB,80,35,55,66,71,71
Simen Juklerød,LB,82,63,66,71,65,75
Konstantinos Tsimikas,LB,87,57,67,70,67,70
Collins Fai,RB,86,32,58,69,69,74
Daniel James,LM,94,61,63,73,27,57
Adalberto Peñaranda,ST,75,69,67,76,36,59
Dalmau,ST,77,75,53,68,41,58
Ayrton,LB,84,53,63,74,66,76
Braian Cufré,LB,79,62,69,73,67,76
Emre Mor,LW,81,66,60,79,28,46
Martin Frýdek,CDM,75,67,69,70,68,81
Arnold Issoko,RB,93,64,60,70,64,80
Assane Dioussé,CM,63,46,69,74,66,61
Enock Kwateng,RB,67,36,63,68,73,63
Anderson Lopes,ST,87,73,60,69,30,77
Jack Harper,ST,76,73,60,70,32,67
Arturo Calabresi,CB,59,30,48,55,73,71
Florian Ayé,ST,84,70,52,68,24,74
Amilton,RM,91,68,62,74,33,66
Jhon Murillo,RW,92,67,57,76,30,48
Christopher Ikonomidis,ST,82,70,68,77,51,66
Marvin Mehlem,CAM,74,60,68,77,49,57
Jean Evrard Kouassi,LW,83,72,54,74,25,59
Cristian Guanca,ST,78,72,61,72,37,68
Isaac Mbenza,ST,87,70,68,72,36,66
Samuel Adegbenro,LW,89,66,61,76,41,70
Alexis Canelo,ST,83,72,62,71,27,68
Damián Lemos,CDM,65,40,60,62,72,81
Daniel Álvarez,RM,88,58,70,74,32,60
Ivo Rodrigues,LM,77,68,68,77,39,63
Mohamed Fares,LM,78,62,66,74,65,69
Marvin Gakpa,CM,79,63,71,75,50,62
Jorge Moreira,RB,85,53,68,72,66,65
Antonin Bobichon,CM,73,72,72,73,56,66
Daniele Verde,RM,83,71,67,78,36,47
Carlos Embaló,LM,91,63,64,74,28,64
Bruno Gaspar,RB,82,58,65,75,67,66
Khaled Narey,RM,85,64,65,70,60,75
Mimoun Mahi,ST,76,73,67,77,35,65
Tiago,CB,51,45,45,43,68,79
Jean-Luc Dompé,LW,76,68,71,75,37,59
Daniel Crowley,CAM,71,61,71,77,38,57
Javairô Dilrosun,LM,89,63,61,75,44,52
Adrián Marín,LB,64,46,64,69,72,70
Andrea Schenetti,CAM,82,66,68,72,56,66
Víctor Salazar,RB,92,48,57,70,67,72
Juan Ferney Otero,RM,90,76,65,71,31,69
Jérémie Boga,LM,78,69,66,76,37,61
Mattia Bani,CB,60,18,38,52,73,72
Germán Lanaro,CB,44,34,50,48,69,79
Sofyan Amrabat,CM,68,57,71,72,67,80
Juan Muñoz,ST,67,74,52,70,21,64
Aaron Leya Iseka,ST,84,73,61,71,27,72
Samuel Bastien,CM,71,61,72,76,59,66
Andreas Bouchalakis,CM,63,67,71,68,65,70
Stefan Posch,CB,59,29,43,39,75,68
Smail Prevljak,ST,71,72,61,69,23,73
Alexandre Mendy,ST,71,73,51,64,24,79
Nelson Acevedo,CM,67,54,64,69,72,80
Victor Emanuel Aguilera,CB,52,51,53,52,73,75
Chadrac Akolo,RM,81,68,63,77,26,61
Benson Manuel,LW,80,61,67,78,34,58
Sebastian Griesbeck,CDM,54,47,60,60,72,81
Juan Komar,CB,54,33,49,46,73,77
Mohammed Al Buraik,RB,82,59,70,69,65,71
Jaïro Riedewald,CB,64,51,68,68,72,66
Sebastiano Luperto,CB,51,55,60,59,74,70
Federico Mattiello,RM,75,64,71,74,69,65
César Falletti,CAM,81,64,69,77,33,61
Norbert Gyömbér,CB,57,31,42,50,73,67
Saîf-Eddine Khaoui,CAM,72,64,73,73,38,54
David Costas,CB,64,43,64,65,72,65
Luca Rizzo,RM,74,62,69,72,65,72
Saúl,LB,69,45,66,66,70,64
Ebenezer Ofori,CM,67,57,69,75,63,67
Simy,ST,59,74,44,59,29,78
Vyacheslav Karavaev,RB,77,59,70,69,68,68
Pedro Tiba,CM,63,64,69,73,60,75
Cafú,CDM,69,69,63,69,66,84
Mohamed Abarhoun,CB,45,31,43,50,74,73
Kevin Molino,CAM,72,69,66,74,49,65
Yuya Kubo,CAM,75,69,67,75,41,58
Víctor García,RB,77,40,60,72,69,67
Marios Oikonomou,CB,59,24,46,50,73,75
Javier Güemez,CDM,64,64,67,67,69,84
Erik,ST,84,71,65,75,23,44
Daley Sinkgraven,LB,79,59,74,78,66,62
Alen Halilović,CAM,73,63,73,77,40,42
Pieter Gerkens,CAM,58,70,70,69,66,67
Mark Diemers,CAM,72,65,74,75,59,63
Danilo,LB,76,59,63,74,69,70
Dankler,CB,55,40,51,50,70,81
Gaetano Letizia,LB,88,42,60,69,67,74
Rafael Delgado,LB,80,61,73,76,65,76
Boli Bolingoli,LB,90,63,61,70,65,79
Renaud Emond,ST,66,72,55,63,27,67
Francesco Vicari,CB,34,27,49,46,74,69
Ibrahima Seck,CDM,37,42,56,56,73,84
Jonathan Schunke,CB,30,40,53,48,73,76
Fernando Márquez,ST,76,72,60,68,35,73
Emanuel Olivera,CB,66,42,49,50,73,75
Lorenzo Faravelli,CM,77,70,69,72,70,72
Lorenzo Reyes,CM,67,59,66,70,71,76
Jeremy Toljan,RB,87,42,62,69,66,68
Leonardo Castro,ST,70,72,63,65,32,66
Paulo Díaz,CB,77,41,63,64,70,75
Danovis Banguero,LB,75,57,62,69,68,81
Juan Nieto,CM,71,66,75,73,48,72
Michael Rangel,ST,57,74,56,65,40,73
Vladimir Hernández,LM,87,67,64,74,34,46
William Tesillo,CB,65,26,51,55,74,68
Jorge Rojas,RM,90,66,64,74,34,61
Stiven Barreiro,CB,68,34,43,54,75,73
Aketxe,CAM,63,71,77,73,45,58
Alberto Cerri,ST,59,72,54,68,39,75
Simon Gustafson,CM,66,71,71,72,52,72
Samuel Piette,CDM,63,44,60,64,69,80
Sven Michel,ST,78,72,62,70,27,71
Jordan Jones,LM,91,57,66,75,40,49
Gyasi Zardes,ST,85,70,51,67,44,77
Frédéric Mendy,ST,62,69,56,64,32,81
Brandon Thomas,ST,77,73,62,76,32,61
Matt Grimes,CM,60,56,73,71,62,62
Marco Grüttner,ST,64,71,52,67,38,82
Andreas Voglsammer,ST,77,70,58,67,37,82
Damian Kądzior,RM,75,67,72,72,45,64
Carlos Hernández,CB,49,46,47,50,71,80
Uroš Radaković,CB,52,33,45,44,71,77
Ben Osborn,LWB,76,64,70,72,64,60
Aljaž Struna,CB,65,40,58,61,70,85
Julián Velázquez,CB,67,43,47,53,73,76
Yasser Al Shahrani,LB,86,58,68,69,67,64
Kristoffer Peterson,LM,77,74,66,75,33,61
Renaud Ripart,ST,73,73,66,71,60,67
Marcus Danielson,CB,56,28,47,54,74,71
Michael Frey,ST,64,72,57,66,30,87
Patrick,RB,77,53,66,71,69,69
Andy Yiadom,RB,84,51,59,70,68,68
Oussama Tannane,RM,80,74,68,74,35,70
Ivan Santini,ST,39,76,55,58,40,85
Alfonso González,CM,76,70,71,72,65,67
Rafael Silva,ST,84,71,64,73,31,66
Marcus Rohdén,CM,72,68,66,71,59,80
Stef Peeters,CM,62,69,75,68,59,65
Tal Ben Haim,LM,89,68,65,74,29,58
Cristian Chávez,ST,77,74,61,74,35,56
Manuel Pucciarelli,ST,81,70,64,78,42,57
Luciano Abecasis,RB,81,49,66,69,67,79
Vako,LM,64,73,66,78,36,63
Molla Wagué,CB,54,33,42,45,72,81
Oscar Lewicki,CB,61,55,59,65,71,77
Moryké Fofana,LM,90,65,62,76,26,57
Ricardo Álvarez,CAM,57,69,73,74,50,66
Gervasio Núñez,LM,71,71,71,72,40,66
Julian Korb,RB,72,48,67,73,68,67
Jores Okore,CB,72,42,52,59,67,84
Aron Jóhannsson,ST,67,72,63,72,36,61
Ahmad Benali,CM,78,62,70,79,44,63
Frédéric Veseli,CB,73,41,58,65,72,69
Iván Balliu,RB,79,39,68,73,69,69
Matteo Tosetti,RM,82,58,72,70,41,59
Marcel Franke,CB,50,31,42,45,72,78
Lucas Piazon,RW,65,72,72,73,34,53
Sin Jin Ho,CM,59,63,73,68,62,71
Jean-Christophe Bahebeck,ST,74,71,70,72,37,66
Aziz Behich,LB,78,63,66,73,68,66
Matthias Ostrzolek,LB,73,46,67,72,68,69
Diego Fagundez,CAM,75,67,69,76,43,59
Mats Møller Dæhli,LM,78,53,67,79,23,48
Marco Capuano,CB,63,33,49,57,70,80
Juankar,LB,74,61,69,72,67,68
Ryder Matos,RW,76,67,63,77,35,68
Bashkim Kadrii,ST,86,70,61,73,52,73
Robert Žulj,CAM,53,72,71,73,35,68
Christian Gytkjær,ST,71,72,57,69,33,73
Abdoulaye Ba,CB,49,38,46,43,71,78
Lionel Carole,LWB,76,40,64,72,72,71
Christoph Knasmüllner,CAM,76,66,70,74,42,68
Isaac Cuenca,LM,78,64,66,78,34,52
Tom Ince,CAM,77,68,67,76,33,54
Youness Mokhtar,LM,75,64,67,77,38,60
Marco Pérez,ST,87,72,65,68,31,72
Fernando Canesín,CAM,78,61,67,75,30,61
Taulant Xhaka,CDM,74,62,67,69,68,82
Yoann Court,LM,68,65,73,74,37,66
Sebá,LM,86,70,66,72,49,76
Anthony Losilla,CDM,54,55,64,72,71,75
Juan Iturbe,RW,89,64,67,76,29,56
Simone Romagnoli,CB,57,40,45,53,73,78
Andy Najar,RB,74,65,71,74,71,65
Álvaro Arroyo,CB,72,27,55,54,70,83
Dani Rodríguez,CM,66,71,69,71,63,63
Gonzalo Castellani,CM,68,69,74,74,61,76
Tim Ream,CB,61,43,68,69,71,69
Cheick Doukouré,CDM,68,62,65,67,72,76
Izet Hajrović,RM,79,74,70,76,42,56
Arvydas Novikovas,RM,89,67,66,72,29,63
André Santos,CM,55,65,73,70,67,67
Chris Mavinga,CB,81,39,63,66,69,76
Christopher Trimmel,RB,73,59,67,66,68,79
Luciano Narsingh,RW,91,63,65,74,25,53
Christopher Buchtmann,CM,68,65,73,73,61,66
Rene Krhin,CDM,35,52,65,60,72,71
Miiko Albornoz,LB,71,53,72,74,68,72
Souza,CM,64,69,71,70,66,75
Salman Al Faraj,CM,68,67,74,73,65,68
Kian Hansen,CB,67,47,67,62,72,73
Julian Schieber,ST,58,74,58,64,30,71
Omar Gonzalez,CB,57,36,50,45,70,82
Markus Henriksen,CDM,65,70,68,67,69,76
Joe Bennett,LB,71,44,66,68,72,69
Enock Kofi Adu,CM,49,41,69,74,65,58
Panagiotis Tachtsidis,CM,49,59,73,65,67,77
Yoric Ravet,RM,73,68,72,73,38,59
Costa Nhamoinesu,CB,82,39,58,62,69,78
Marko Vejinović,CM,46,68,78,68,63,64
Fábio,RB,77,56,69,73,71,64
Álvaro,ST,73,72,57,69,29,64
Diego Farías,ST,84,69,68,79,38,49
Lorenzo Ariaudo,CB,49,34,50,57,73,72
Mattias Johansson,RB,85,47,57,74,67,65
Marco Sau,ST,85,69,70,79,31,56
Diego Polenta,CB,68,39,54,55,70,81
Stijn Wuytens,CB,54,60,73,69,71,72
Fabrizio Cacciatore,RB,68,53,60,64,73,74
Roberto Gutiérrez,ST,64,72,53,67,31,73
Lex Immers,CM,38,72,68,64,66,81
Simao Mate,CDM,73,46,56,64,73,84
Sandro Manoel,CDM,67,55,69,64,67,81
Jair Pereira,CB,41,38,52,52,73,76
Mame Diouf,ST,80,69,61,66,67,80
Jefferson Montero,LM,89,66,68,78,29,57
Güray Vural,LB,82,69,65,75,66,64
Maciej Rybus,LB,77,69,72,72,70,67
Kyle Bartley,CB,54,27,49,50,71,81
Luke Ayling,RB,69,50,61,68,72,75
Deniz Kadah,CAM,64,73,69,71,32,75
Massimo Coda,ST,61,73,53,69,25,59
Teddy Chevalier,RW,78,73,68,72,34,72
Fabien Lemoine,CDM,43,58,68,68,71,73
Jan Morávek,CM,46,69,73,74,55,59
Lucas Barrios,ST,56,73,62,66,42,71
Claudio Beauvue,ST,65,72,65,71,40,58
Hao Junmin,CM,71,64,73,71,59,70
Kengo Nakamura,CAM,39,71,78,73,63,62
Fernandinho Silva,LM,86,69,66,76,44,58
Eren Derdiyok,ST,36,74,66,66,32,72
Marcel Heller,RM,93,64,63,72,34,62
Ante Budimir,ST,59,73,44,64,73,78
Daniel Ciofani,ST,61,73,41,57,26,73
Sergio Sánchez,CB,55,51,59,58,73,72
Bueno,CAM,59,74,69,75,41,47
Artur Jędrzejczyk,CB,67,48,60,64,68,80
Suso Santana,RM,86,62,63,76,54,78
Manuel Iturra,CDM,50,45,64,65,74,68
Mateus,LM,77,73,68,74,43,63
Federico Dionisi,ST,81,72,52,69,35,66
Panagiotis Kone,CAM,70,72,70,71,50,63
Onur Kaya,CAM,64,65,74,73,35,56
David Fernández,CB,56,44,58,52,75,71
Ryan Shawcross,CB,41,37,47,50,71,82
Sergio Floccari,ST,59,73,61,71,27,58
Markus Suttner,LB,66,58,72,72,70,67
Omar Ramos,RM,74,66,72,75,36,58
Jérémy Sorbon,CB,32,31,58,49,74,69
Kirill Nababkin,LB,76,60,62,60,73,74
Rasmus Elm,CM,47,66,76,68,61,62
Stephen Ward,LB,57,60,69,70,75,72
Cyril Théréau,LW,56,76,71,73,37,65
Nicolas Lombaerts,CB,32,44,62,54,76,69
Bacary Sagna,RB,64,54,68,71,73,76
Phil Bardsley,RB,51,58,66,68,75,72
Jonathan Pitroipa,CAM,77,63,66,75,37,49
Uğur Demirok,CB,39,43,56,57,73,78
Nana Asare,LB,71,56,68,72,74,71
Gastón Fernández,CAM,60,70,70,72,47,56
Edgar Barreto,CM,59,66,72,69,73,67
Christophe Jallet,RB,55,59,73,72,73,68
Jonathan Bottinelli,CB,33,36,51,48,73,66
Israel Damonte,CM,53,65,69,71,71,73
Yasuhito Endo,CM,31,70,77,68,66,67
Domenico Maietta,CB,32,16,39,46,73,67
Alessandro Rosina,RW,69,70,73,76,23,46
Tom Huddlestone,CDM,40,70,75,64,69,69
Markus Rosenberg,ST,64,72,69,68,38,79
Mame Thiam,ST,75,69,64,73,26,71
Orlando Sá,ST,58,70,58,68,36,76
Mats Seuntjens,ST,73,70,69,73,62,74
Luther Singh,RW,87,68,61,77,29,42
Marlos Moreno,LW,88,64,63,77,27,52
Romell Quioto,LM,79,68,68,72,26,69
Simon Tibbling,CM,70,56,71,74,62,68
Léo Bonatini,ST,68,70,67,72,35,71
Pedri,LM,80,62,71,76,46,52
Guillermo Celis,CDM,65,51,61,69,70,70
Emanuel Insúa,LB,73,58,62,67,70,76
Joseph Attamah,CB,69,47,59,56,71,75
Jean Beausejour,LB,85,63,67,73,68,80
Mike Frantz,CM,62,62,72,70,66,77
Filip Mladenović,LB,77,59,67,72,68,69
Bernard Tekpetey,RM,83,64,62,76,30,61
Sebastián Vegas,CB,74,52,55,64,69,77
Moritz Bauer,RB,81,46,69,72,66,69
Juan Martín Lucero,ST,81,68,61,71,31,68
Gerónimo Poblete,CDM,67,51,65,72,68,72
Mix Diskerud,CM,69,69,72,70,57,71
Joao Plata,LW,85,67,69,74,34,60
Muhamed Bešić,CM,63,54,67,74,70,74
Aitor,RW,81,65,68,73,28,54
Erik Thommy,LM,77,67,71,75,33,52
Stipe Perica,ST,66,69,49,65,27,70
Vegard Forren,CB,32,52,62,60,71,76
Aleksandar Pešić,ST,67,70,62,66,48,77
Jonathan Copete,LM,85,71,62,73,38,69
Tomás Tavares,RB,78,47,61,74,69,69
Júnior Morais,LWB,75,69,67,69,68,75
Andrea Rispoli,RB,81,64,66,69,68,77
Pedri,LM,80,62,71,76,46,52
Gabriel Fernández,ST,66,71,59,67,52,78
Eduardo Camavinga,CM,71,58,69,74,68,66
Alfonso Parot,LB,74,61,65,69,70,78
Frederik Sørensen,CB,59,33,61,60,70,76
Valerică Găman,LM,81,67,65,74,23,59
Varela,LM,73,74,68,74,44,66
Alexander Meier,ST,33,78,66,61,45,67
Keko,RM,73,64,71,73,56,67
Bassem Srarfi,RW,78,67,69,77,32,49
Damián Martínez,RB,74,60,63,69,69,71
Nolan Roux,ST,71,70,65,72,38,67
Albert Adomah,RM,78,69,67,72,54,66
Jawad El Yamiq,CB,67,41,48,59,72,71
Mark Duffy,CAM,66,62,72,73,39,55
Sebastián Sáez,ST,69,71,49,69,25,70
Wil Trapp,CDM,57,54,70,70,65,64
Josh Brownhill,CM,72,66,68,70,66,75
Marcello Trotta,ST,63,71,58,68,43,66
Salomão,LM,75,69,68,73,41,61
Guillermo Ortíz,CB,67,41,48,48,71,78
Alex Alegría,ST,50,71,56,70,33,71
Jonathan Cafú,RM,77,66,65,75,24,46
Samuel Armenteros,ST,71,71,62,73,37,68
Luca Mazzitelli,CM,57,55,71,70,64,63
Mix Diskerud,CM,69,69,72,70,57,71
Luca Vido,ST,69,70,62,71,34,63
Sebastián Hernández,CAM,61,64,70,70,54,59
Adama Diakhaby,RW,87,69,64,72,23,54
Cristián Suárez,CB,69,36,57,49,72,66
Beram Kayal,CM,64,61,70,72,69,70
Milan Škoda,ST,58,71,61,66,48,76
Yohandry Orozco,LW,75,63,66,77,38,40
Elvis Rexhbeçaj,CM,66,58,70,72,64,65
Cristian Menéndez,ST,64,70,63,67,36,74
Kim Bo Kyung,CAM,77,68,70,72,59,69
Alexandre Guedes,ST,64,70,58,69,22,70
Corentin Jean,RM,80,68,68,74,31,54
Michael Hector,CB,64,47,51,59,71,76
Lukáš Kalvach,CDM,71,60,67,70,70,71
David Lischka,CB,62,40,56,59,69,74
Abdulla Yusuf Helal,ST,74,68,52,71,38,71
Aleš Čermák,CAM,66,63,72,71,43,61
Braian Samudio,LM,76,69,63,74,38,65
Vinícius,ST,71,71,49,66,25,70
Artem Shabanov,CB,60,24,48,39,72,70
Artem Besedin,ST,71,67,48,67,41,67
Ousmane Kanté,CB,51,35,46,54,72,79
Omar Fernández,LM,77,63,67,74,34,62
Jawad El Yamiq,CB,67,41,48,59,72,71
Denis Vavro,CB,68,49,51,57,70,79
Dimitris Limnios,LM,81,67,65,75,33,57
Elvis Rexhbeçaj,CM,66,58,70,72,64,65
Bebeto,RB,76,45,63,70,69,63
Adrián Ramos,ST,73,70,64,70,69,66
Michal Sáček,CM,73,59,69,73,64,69
Christoph Zimmermann,CB,53,33,43,46,72,78
Félix Eboa Eboa,CB,56,44,54,57,72,71
Alexandre Guedes,ST,64,70,58,69,22,70
Sebastian Vasiliadis,CM,74,59,68,72,63,71
Nacho Vidal,RB,76,55,67,69,67,66
Bassem Srarfi,RW,78,67,69,77,32,49
Luca Vido,ST,69,70,62,71,34,63
Luther Singh,RW,87,68,61,77,29,42
Gastón Togni,LW,81,67,64,75,43,66
Sean Longstaff,CM,63,65,68,67,60,60
José Rodríguez,CDM,69,44,66,66,69,69
Oleksandr Karavaev,RM,78,54,69,71,58,61
James Léa Siliki,CM,71,69,71,73,68,67
Fodé Ballo-Touré,LB,82,46,69,70,68,67
Wesley Lautoa,CB,56,36,54,44,70,76
Marc Cardona,ST,75,70,58,71,26,56
Eduard Atuesta,CDM,63,56,68,71,67,66
Iván Gómez,CDM,65,52,63,71,70,71
Giorgi Kvilitaia,ST,71,69,56,70,37,77
Pedrinho,CAM,79,66,72,73,52,60
Christian Bernardi,RM,81,63,69,74,45,62
Jerdy Schouten,CDM,67,55,65,73,70,66
Nana Ampomah,LM,85,67,61,76,27,66
Sebastián Hernández,CAM,61,64,70,70,54,59
Aleksandar Sedlar,CB,57,40,49,48,71,78
Adama Diakhaby,RW,87,69,64,72,23,54
Lucas Höler,ST,68,71,51,65,34,74
Bernard Tekpetey,RM,83,64,62,76,30,61
Joseph Attamah,CB,69,47,59,56,71,75
Perdigão,RM,73,69,66,75,27,62
Myziane Maolida,LW,83,67,62,76,24,56
Luis Abram,CB,63,41,54,55,72,74
Roland Sallai,LM,74,67,67,74,37,58
Gonzalo Escobar,LB,81,43,64,71,66,75
Lukas Mühl,CB,74,37,60,58,69,74
Ronaldo Vieira,CDM,76,58,66,72,68,78
Jorge Sánchez,LB,82,45,63,67,69,66
Russell Canouse,CDM,67,51,62,66,70,76
Gabriel Carabajal,LM,70,70,67,74,32,65
Alessandro Murgia,CM,48,64,68,68,69,59
Aitor,RW,81,65,68,73,28,54
Jamal Lewis,LB,79,51,60,71,70,66
